web-scraper-order,web-scraper-start-url,books,books-href,title,author,num_reviews,num_ratings,avg_rating,num_pages,original_publish_year,series,genres,places,awards
"1618238470-3022","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Ship Breaker (Ship Breaker, #1)","https://www.goodreads.com/book/show/7095831-ship-breaker","Ship Breaker","Paolo Bacigalupi","4,485
    reviews","43,650
  ratings","3.73","326 pages","Published
        May 1st 2010
         by Little, Brown Books for Young Readers","Other books in the series","Science Fiction","New Orleans, Louisiana

(United States)","Locus Award for Best Young Adult Book (2011), Kurd-Laßwitz-Preis Nominee for Bestes ausländisches Werk (2013), Golden Duck Award Nominee for Young Adult (Hal Clement Award) (2011), Romantic Times Reviewers' Choice Award (RT Award) Nominee for Best Young Adult Paranormal/Fantasy Novel (2010), Michael L. Printz Award (2011)
                      ...more
                          Rhode Island Teen Book Award Nominee (2012), Lincoln Award Nominee (2013), Andre Norton Award Nominee (2010), CYBILS Award Nominee for Young Adult Fantasy & Science Fiction (2010), National Book Award Finalist for Young People's Literature (2010), Missouri Gateway Readers Award Nominee (2013)
...less"
"1618238619-3579","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Blindness","https://www.goodreads.com/book/show/2526.Blindness","Blindness","José Saramago","17,528
    reviews","216,124
  ratings","4.14","326 pages","Published
        October 4th 1999
         by Houghton Mifflin Harcourt Publishing Company

            
              (first published 1995)","Other books in the series","Literature","null","Premio San Clemente for Novela Estranxeira (1999), International Dublin Literary Award Nominee (1999)"
"1618238688-3831","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Unwind (Unwind, #1)","https://www.goodreads.com/book/show/764347.Unwind","Unwind","Neal Shusterman","19,129
    reviews","202,026
  ratings","4.16","337 pages","Published
        November 6th 2007
         by Simon & Schuster Books for Young Readers","Other books in the series","Thriller","Akron, Ohio

(United States)


    

    Ohio

(United States)


    

    Scottsburg, Indiana

(United States)


    

    …more
          Arizona

(United States)


        

          Joplin, Missouri

(United States)


        

…less","Rhode Island Teen Book Award Nominee (2010), Evergreen Teen Book Award (2010), Sakura Medal for Middle School Book (2009), Florida Teens Read Nominee (2009), Eliot Rosewater Indiana High School Book Award (2010)
                      ...more
                          California Young Readers Medal Nominee for Young Adult (2011), Gouden Lijst Nominee (2013), Green Mountain Book Award (2010), Missouri Gateway Readers Award Nominee (2010), Oklahoma Sequoyah Award for Intermediate (2010)
...less"
"1618238499-3118","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Earth Abides","https://www.goodreads.com/book/show/93269.Earth_Abides","Earth Abides","George R. Stewart","2,057
    reviews","26,032
  ratings","3.96","345 pages","Published
        March 28th 2006
         by Del Rey

            
              (first published 1949)","null","Science Fiction","null","International Fantasy Award for Fiction (1951)"
"1618238485-3075","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Player Piano","https://www.goodreads.com/book/show/9597.Player_Piano","Player Piano","Kurt Vonnegut Jr.","2,040
    reviews","47,695
  ratings","3.88","341 pages","Published
        September 2006
         by Dial Press

            
              (first published 1952)","null","Science Fiction","null","International Fantasy Award Nominee for Fiction (1953)"
"1618238540-3280","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Forever War (The Forever War, #1)","https://www.goodreads.com/book/show/21611.The_Forever_War","The Forever War","Joe Haldeman","6,094
    reviews","145,418
  ratings","4.14","278 pages","Published
        September 2nd 2003
         by Voyager

            
              (first published December 1974)","Other books in the series","Classics","null","Hugo Award for Best Novel (1976), Nebula Award for Best Novel (1975), Locus Award for Best Novel (1976), Ditmar Award for Best International Long Fiction (1976)"
"1618238504-3136","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Windup Girl","https://www.goodreads.com/book/show/6597651-the-windup-girl","The Windup Girl","Paolo Bacigalupi","6,505
    reviews","69,191
  ratings","3.75","359 pages","Published
        September 1st 2009
         by Night Shade Books","null","Science Fiction","Bangkok

(Thailand)","Hugo Award for Best Novel (2010), Nebula Award for Best Novel (2009), Locus Award for Best First Novel (2010), Kurd-Laßwitz-Preis for Bestes ausländisches Werk (2012), British Science Fiction Association Award Nominee for Novel (2010)
                      ...more
                          John W. Campbell Memorial Award for Best Science Fiction Novel (2010), Compton Crook Award (2010), Grand Prix de l'Imaginaire for Roman étranger et Traduction (2013), Premio Ignotus for Mejor novela extranjera (2012), Prix Bob Morane for roman traduit (2013), Cena Akademie SFFH for Kniha roku (Book of the Year) (2011), Goodreads Choice Award Nominee for Science Fiction (2009), Prix Une autre Terre (2013)
...less"
"1618238698-3870","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Uglies (Uglies, #1)","https://www.goodreads.com/book/show/24770.Uglies","Uglies","Scott Westerfeld","23,951
    reviews","581,607
  ratings","3.85","425 pages","Published
        February 8th 2005
         by Simon Pulse","Other books in the series","Young Adult","null","Georgia Peach Book Award Nominee for Honor book (2008), Golden Duck Award for Young Adult (Hal Clement Award) (2006), Ditmar Award Nominee for Best Novel (2006), South Carolina Book Award Nominee for Young Adult Book Award (2008), Rhode Island Teen Book Award Nominee (2007)
                      ...more
                          Eliot Rosewater Indiana High School Book Award (2007), Lincoln Award (2007), Prix Et-lisez-moi (2009), Missouri Gateway Readers Award Nominee (2008)
...less"
"1618238588-3455","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The House of the Scorpion (Matteo Alacran, #1)","https://www.goodreads.com/book/show/13376.The_House_of_the_Scorpion","The House of the Scorpion","Nancy Farmer","6,485
    reviews","85,437
  ratings","4.06","380 pages","Published
        May 2004
         by Atheneum Books for Young Readers

            
              (first published 2002)","Other books in the series","Science Fiction","null","Newbery Medal Nominee (2003), National Book Award for Young People's Literature (2002), Mythopoeic Fantasy Award Nominee for Children's Literature (2003), Buxtehuder Bulle (2003), Michael L. Printz Award Nominee (2003)
                      ...more
                          South Carolina Book Award for Junior Book Award (2006), Grand Canyon Reader Award for Teen Book (2005), Rhode Island Teen Book Award (2004), Dorothy Canfield Fisher Children's Book Award Nominee (2004), Pacific Northwest Library Association Young Reader's Choice Award for Senior (2005), Michigan Library Association Thumbs Up! Award Nominee (2003), Lincoln Award Nominee (2008), Missouri Gateway Readers Award Nominee (2005), Oklahoma Sequoyah Award for YA (2005)
...less"
"1618238664-3739","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Slaughterhouse-Five","https://www.goodreads.com/book/show/4981.Slaughterhouse_Five","Slaughterhouse-Five","Kurt Vonnegut Jr.","28,424
    reviews","1,172,959
  ratings","4.08","275 pages","Published
        January 12th 1999
         by Dial Press

            
              (first published 1969)","null","Literature","null","Hugo Award Nominee for Best SF Novel (1970), Nebula Award Nominee for Best Novel (1969), National Book Award Finalist for Fiction (1970), Chicago Publishers' Award (1970)"
"1618238573-3402","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Parable of the Sower (Earthseed, #1)","https://www.goodreads.com/book/show/52397.Parable_of_the_Sower","Parable of the Sower","Octavia E. Butler","8,017
    reviews","80,380
  ratings","4.17","345 pages","Published
        January 1st 2000
         by Grand Central Publishing

            
              (first published October 1993)","Other books in the series","Novels","California,
2025

(United States)","Nebula Award Nominee for Best Novel (1994), Locus Award Nominee for Best SF Novel (1995)"
"1618238496-3113","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The V Girl: A Coming Of Age Story","https://www.goodreads.com/book/show/25437891-the-v-girl","The V Girl: A Coming Of Age Story","Mya Robarts","1,329
    reviews","11,679
  ratings","4.02","340 pages","Published
        June 20th 2015
         by Mya Robarts","null","Apocalyptic","null","null"
"1618238732-3999","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Hunger Games (The Hunger Games, #1)","https://www.goodreads.com/book/show/2767052-the-hunger-games","The Hunger Games","Suzanne Collins","175,476
    reviews","6,683,135
  ratings","4.32","374 pages","Published
        September 14th 2008
         by Scholastic Press","Other books in the series","Romance","District 12, Panem

    

    Capitol, Panem

    

    Panem

(United States)","Locus Award Nominee for Best Young Adult Book (2009), Georgia Peach Book Award (2009), Buxtehuder Bulle (2009), Golden Duck Award for Young Adult (Hal Clement Award) (2009), Grand Prix de l'Imaginaire Nominee for Roman jeunesse étranger (2010)
                      ...more
                          Books I Loved Best Yearly (BILBY) Awards for Older Readers (2012), West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2010), Red House Children's Book Award for Older Readers & Overall (2010), South Carolina Book Award for Junior and Young Adult Book (2011), Charlotte Award (2010), Colorado Blue Spruce Young Adult Book Award (2010), Teen Buckeye Book Award (2009), Pennsylvania Young Readers' Choice Award for Young Adults (2010), Rhode Island Teen Book Award (2010), Dorothy Canfield Fisher Children's Book Award (2010), Evergreen Teen Book Award (2011), Soaring Eagle Book Award (2009), Milwaukee County Teen Book Award Nominee (2010), Sakura Medal for Middle School Book (2010), Michigan Library Association Thumbs Up! Award (2009), Florida Teens Read (2009), Deutscher Jugendliteraturpreis for Preis der Jugendjury (2010), Iowa High School Book Award (2011), New Mexico Land of Enchantment Award for Young Adult (2011), Eliot Rosewater Indiana High School Book Award (2010), The Inky Awards for Silver Inky (2009), California Young Readers Medal for Young Adult (2011), Lincoln Award (2011), Kinderboekwinkelprijs (2010), Missouri Truman Readers Award (2011), CYBILS Award for Young Adult Fantasy & Science Fiction (2008), Literaturpreis der Jury der jungen Leser for Jugendbuch (2010), The Inky Awards Shortlist for Silver Inky (2009), Prix Et-lisez-moi (2011), Missouri Gateway Readers Award (2011), Oklahoma Sequoyah Award for High School and Intermediate (2011), Premio El Templo de las Mil Puertas for Mejor novela extranjera perteneciente a saga (2009), Rebecca Caudill Young Readers' Book Award (2011), LovelyBooks Leserpreis for Fantasy (2009), LovelyBooks Leserpreis for Bestes Cover/Umschlag (2009), Premi Protagonista Jove for Categoria 13-14 anys (2010)
...less"
"1618238485-3083","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Player Piano","https://www.goodreads.com/book/show/9597.Player_Piano","Player Piano","Kurt Vonnegut Jr.","2,040
    reviews","47,695
  ratings","3.88","341 pages","Published
        September 2006
         by Dial Press

            
              (first published 1952)","null","Literary Fiction","null","International Fantasy Award Nominee for Fiction (1953)"
"1618238671-3765","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Do Androids Dream of Electric Sheep? (Blade Runner, #1)","https://www.goodreads.com/book/show/7082.Do_Androids_Dream_of_Electric_Sheep_","Do Androids Dream of Electric Sheep?","Philip K. Dick","14,006
    reviews","368,427
  ratings","4.08","244 pages","Published
        June 1996
         by Del Rey / Ballantine Books

            
              (first published 1968)","Other books in the series","Fiction","San Francisco, California

(United States)


    

    California

(United States)


    

    United States of America","Nebula Award Nominee for Best Novel (1968)"
